# Dutch confusion sets
# Line format:
# <word1>|<description1>; <word2>|<description2>; <factor>   # optional comment
#   <word1> and <word2> are words that can easily be confused
#   <description> will be used in the error message to explain the word (optional)
#   <factor> is the factor of how much more the other word must be more
#            probable so the text is considered potentially incorrect.
#            Use a higher value for better precision but lower recall.
#   Precision (p) and recall (r) values in the comments come from ConfusionRuleEvaluator
#   The number after recall is the number of sentences used for evaluation.
# Order is relevant for ambiguous cases like 'know' ('no' or 'now') where the match
# is used whose pair comes first in this file.
# 
bereiden|klaarmaken; berijden|rijden op; 1000000;       # p=1.000, r=0.252, 648+106, 3grams, 2019-01-02
hoorden|van horen; horden|hindernissen; 10000;         # p=1.000, r=0.216, 322+177, 3grams, 2019-01-02
hoor|luister; hor|vliegengordijn; 1000000;       # p=1.000, r=0.681, 469+4, 3grams, 2019-01-02
keer|maal; kir|drank; 10000;         # p=1.000, r=0.891, 962+4, 3grams, 2019-01-02
koor|zanggroep; kor|sleepnet; 10000;         # p=1.000, r=0.866, 944+4, 3grams, 2019-01-02
leidende|besturende; lijdende|pijn hebbende; 1000000;       # p=1.000, r=0.291, 651+152, 3grams, 2019-01-02
leidend|besturend; lijdend|pijn hebbend; 10000;         # p=1.000, r=0.562, 156+223, 3grams, 2019-01-02
leiden|besturen; lijden|pijn hebben; 10000;         # p=1.000, r=0.250, 212+978, 3grams, 2019-01-02
leiders|bestuurders; lijders|zieken; 1000000;       # p=0.997, r=0.302, 964+65, 3grams, 2019-01-02
leidt|bestuurt; lijdt|heeft pijn; 10000;         # p=0.990, r=0.283, 960+486, 3grams, 2019-01-02
licht|niet zwaar, zichtbare straling; ligt|op de vloer; 10000;         # p=1.000, r=0.450, 876+967, 3grams, 2019-01-02
loges|groepen; losjes|flexibel; 10000;         # p=1.000, r=0.209, 254+147, 3grams, 2019-01-02
meiden|meisjes; mijden|ontwijken; 10000;         # p=1.000, r=0.572, 184+99, 3grams, 2019-01-02
moor|zwart dier; mor|mopper; 100; # p=1.000, r=0.147, 14+20, 3grams, 2019-01-02
noor|schaats; nor|gevangenis; 100; # p=1.000, r=0.238, 5+37, 3grams, 2019-01-02
oorden|plaatsen; orden|grootten, kloosterorden; 1000;          # p=0.988, r=0.187, 101+332, 3grams, 2019-01-02
oor|gehoororgaan; or|ondernemingraad; 1000000;       # p=1.000, r=0.350, 522+755, 3grams, 2019-01-02
pact|verdrag; pakt|neemt; 10000;         # p=1.000, r=0.348, 202+315, 3grams, 2019-01-02
persen|duwen; perzen|kleden; 10000;         # p=1.000, r=0.658, 277+1, 3grams, 2019-01-02
poort|doorgang; port|drank; 100000;        # p=1.000, r=0.173, 694+127, 3grams, 2019-01-02
sagen|legendes; zagen|met zaag bewerken; 1000000;       # p=0.994, r=0.293, 197+983, 3grams, 2019-01-02
scheuren|stuk maken; schuren|vlak maken; 1000;          # p=1.000, r=0.161, 338+235, 3grams, 2019-01-02
set|groep; zet|stap; 1000000;       # p=0.997, r=0.192, 792+878, 3grams, 2019-01-02
sip|teleurgestld; zip|ingepakt bestand; 100; # p=1.000, r=0.167, 4+14, 3grams, 2019-01-02
sonde|meetapparaat; zonde|wandaad; 10000;         # p=1.000, r=0.214, 342+409, 3grams, 2019-01-02
song|lied; zong|van zingen; 10000;         # p=1.000, r=0.472, 190+907, 3grams, 2019-01-02
spoort|blijft op de rails; sport|beweegt, beweging; 10000;         # p=0.997, r=0.679, 74+452, 3grams, 2019-01-02
stoort|geeft storing; stort|valt neer, afvalberg; 10000;         # p=1.000, r=0.369, 59+551, 3grams, 2019-01-02
sul|sukkel; zul|zal; 10000;         # p=1.000, r=0.223, 407+91, 3grams, 2019-01-02
sus|kalmeer; zus|dochter van ouder; 10000;         # p=1.000, r=0.808, 32+958, 3grams, 2019-01-02
toorn|woede; torn|rafel; 10000;         # p=1.000, r=0.782, 76+2, 3grams, 2019-01-02
verwoorden|onder woorden brengen; verworden|achteruit gaan; 1000;          # p=0.989, r=0.566, 58+101, 3grams, 2019-01-02
weiden|in de wei zetten; wijden|aandacht besteden; 1000000;       # p=1.000, r=0.163, 238+389, 3grams, 2019-01-02
woorden|lettergroepen; worden|later zijn; 1000000;       # p=0.998, r=0.344, 895+1000, 3grams, 2019-01-02
woord|groep letters; word|zal zijn; 1000000;       # p=0.998, r=0.357, 942+432, 3grams, 2019-01-02
zeiden|spraken; zijden|van zijde, kanten; 10000;         # p=1.000, r=0.712, 206+977, 3grams, 2019-01-02
dab; dan; 10000000; # p=0.996, r=0.698, 2+729, 3grams, 2019-07-01
boy; bos; 1000000;                                                                             # p=0.996, r=0.489, 79+455, 3grams, 2019-08-29
boy; box; 1000000;                                                                             # p=1.000, r=0.179, 79+586, 3grams, 2019-08-29
bpm; bom; 100000;                                                                              # p=0.996, r=0.364, 39+741, 3grams, 2019-08-29
bpm; ppm; 10000;                                                                               # p=1.000, r=0.107, 39+110, 3grams, 2019-08-29
bug; aug; 10000;                                                                               # p=1.000, r=0.238, 100+929, 3grams, 2019-08-29
bug; big; 10000;                                                                               # p=1.000, r=0.147, 100+50, 3grams, 2019-08-29
bug; bui; 10000;                                                                               # p=1.000, r=0.286, 100+110, 3grams, 2019-08-29
bug; mug; 100;                                                                                 # p=1.000, r=0.222, 100+107, 3grams, 2019-08-29
bug; rug; 1000000;                                                                             # p=0.997, r=0.582, 100+924, 3grams, 2019-08-29
bui; lui; 10000;                                                                               # p=1.000, r=0.333, 110+190, 3grams, 2019-08-29
bul; bug; 1000;                                                                                # p=0.991, r=0.235, 364+100, 3grams, 2019-08-29
bul; bui; 10000;                                                                               # p=0.991, r=0.232, 364+110, 3grams, 2019-08-29
bul; jul; 10;                                                                                  # p=0.998, r=0.453, 364+953, 3grams, 2019-08-29
bul; nul; 1000000;                                                                             # p=0.993, r=0.238, 364+919, 3grams, 2019-08-29
bul; vul; 10;                                                                                  # p=0.997, r=0.929, 364+47, 3grams, 2019-08-29
bul; zul; 10;                                                                                  # p=0.998, r=0.989, 364+91, 3grams, 2019-08-29
bus; bui; 1000000;                                                                             # p=1.000, r=0.196, 800+110, 3grams, 2019-08-29
bus; dus; 1000000;                                                                             # p=0.994, r=0.442, 800+818, 3grams, 2019-08-29
bus; kus; 1000000;                                                                             # p=0.996, r=0.234, 800+185, 3grams, 2019-08-29
bus; zus; 1000000;                                                                             # p=1.000, r=0.168, 800+958, 3grams, 2019-08-29
cab; cao; 10000;                                                                               # p=1.000, r=0.421, 10+97, 3grams, 2019-08-29
cab; cap; 100;                                                                                 # p=1.000, r=0.197, 10+66, 3grams, 2019-08-29
cab; dab; 10;                                                                                  # p=1.000, r=0.167, 10+2, 3grams, 2019-08-29
cab; lab; 10000;                                                                               # p=1.000, r=0.409, 10+122, 3grams, 2019-08-29
cab; tab; 10000;                                                                               # p=1.000, r=0.154, 10+42, 3grams, 2019-08-29
cam; cao; 10000;                                                                               # p=1.000, r=0.268, 15+97, 3grams, 2019-08-29
cam; cap; 10;                                                                                  # p=1.000, r=0.321, 15+66, 3grams, 2019-08-29
cam; dam; 10000;                                                                               # p=1.000, r=0.336, 15+357, 3grams, 2019-08-29
cam; ham; 10000;                                                                               # p=1.000, r=0.348, 15+123, 3grams, 2019-08-29
cam; jam; 10000;                                                                               # p=1.000, r=0.360, 15+160, 3grams, 2019-08-29
cam; kam; 10;                                                                                  # p=0.997, r=0.589, 15+579, 3grams, 2019-08-29
cam; lam; 10000;                                                                               # p=1.000, r=0.238, 15+132, 3grams, 2019-08-29
cam; nam; 10000;                                                                               # p=1.000, r=0.608, 15+930, 3grams, 2019-08-29
cam; ram; 100;                                                                                 # p=1.000, r=0.331, 15+154, 3grams, 2019-08-29
cam; tam; 10000;                                                                               # p=1.000, r=0.353, 15+87, 3grams, 2019-08-29
cap; aap; 10000;                                                                               # p=1.000, r=0.126, 66+332, 3grams, 2019-08-29
cap; hap; 10000;                                                                               # p=1.000, r=0.228, 66+61, 3grams, 2019-08-29
cap; kap; 10000;                                                                               # p=0.993, r=0.313, 68+392, 3grams, 2019-08-29
cap; lap; 1000000;                                                                             # p=1.000, r=0.159, 66+116, 3grams, 2019-08-29
cap; pap; 10000;                                                                               # p=1.000, r=0.174, 66+129, 3grams, 2019-08-29
cap; rap; 1000;                                                                                # p=0.992, r=0.280, 66+352, 3grams, 2019-08-29
cap; sap; 10000;                                                                               # p=1.000, r=0.483, 66+296, 3grams, 2019-08-29
cel; del; 10000;                                                                               # p=1.000, r=0.628, 945+731, 3grams, 2019-08-29
cel; fel; 10000;                                                                               # p=1.000, r=0.585, 946+969, 3grams, 2019-08-29
cel; hel; 100000;                                                                              # p=1.000, r=0.103, 945+477, 3grams, 2019-08-29
cel; rel; 1000000;                                                                             # p=1.000, r=0.197, 945+175, 3grams, 2019-08-29
cel; tel; 1000000;                                                                             # p=0.992, r=0.212, 945+179, 3grams, 2019-08-29
cel; wel; 1000000;                                                                             # p=0.993, r=0.387, 945+891, 3grams, 2019-08-29
cis; bis; 100;                                                                                 # p=1.000, r=0.139, 134+306, 3grams, 2019-08-29
cis; cms; 100;                                                                                 # p=1.000, r=0.110, 133+3, 3grams, 2019-08-29
cis; cos; 100;                                                                                 # p=1.000, r=0.112, 133+54, 3grams, 2019-08-29
cis; eis; 1000000;                                                                             # p=1.000, r=0.565, 133+799, 3grams, 2019-08-29
cis; his; 10000;                                                                               # p=1.000, r=0.171, 133+440, 3grams, 2019-08-29
cis; lis; 10000;                                                                               # p=1.000, r=0.121, 133+73, 3grams, 2019-08-29
cis; mis; 10000000;                                                                            # p=1.000, r=0.501, 133+817, 3grams, 2019-08-29
cis; nis; 10000;                                                                               # p=1.000, r=0.318, 133+131, 3grams, 2019-08-29
cis; ris; 100;                                                                                 # p=1.000, r=0.184, 133+8, 3grams, 2019-08-29
cis; sis; 100;                                                                                 # p=1.000, r=0.110, 133+13, 3grams, 2019-08-29
cis; vis; 1000000;                                                                             # p=0.997, r=0.426, 133+587, 3grams, 2019-08-29
cms; sms; 10000;                                                                               # p=1.000, r=0.323, 3+192, 3grams, 2019-08-29
col; bol; 100000;                                                                              # p=0.991, r=0.117, 118+800, 3grams, 2019-08-29
col; cel; 1000000;                                                                             # p=0.996, r=0.220, 118+945, 3grams, 2019-08-29
col; dol; 10000;                                                                               # p=0.989, r=0.549, 118+197, 3grams, 2019-08-29
col; hol; 1000;                                                                                # p=0.998, r=0.558, 118+911, 3grams, 2019-08-29
col; mol; 1000;                                                                                # p=0.992, r=0.255, 118+340, 3grams, 2019-08-29
col; tol; 10000;                                                                               # p=0.994, r=0.304, 118+455, 3grams, 2019-08-29
col; vol; 1000000;                                                                             # p=0.990, r=0.291, 118+542, 3grams, 2019-08-29
col; wol; 100000;                                                                              # p=0.992, r=0.312, 118+662, 3grams, 2019-08-29
con; bon; 1000;                                                                                # p=0.991, r=0.194, 441+101, 3grams, 2019-08-29
con; kon; 10000;                                                                               # p=0.989, r=0.629, 441+951, 3grams, 2019-08-29
con; ton; 10000;                                                                               # p=1.000, r=0.341, 441+469, 3grams, 2019-08-29
con; won; 10;                                                                                  # p=0.996, r=0.702, 441+974, 3grams, 2019-08-29
con; zon; 10000;                                                                               # p=1.000, r=0.614, 441+778, 3grams, 2019-08-29
cos; bos; 1000000;                                                                             # p=1.000, r=0.548, 54+455, 3grams, 2019-08-29
cos; col; 10000;                                                                               # p=1.000, r=0.128, 54+118, 3grams, 2019-08-29
cos; con; 10000;                                                                               # p=1.000, r=0.129, 54+441, 3grams, 2019-08-29
cos; dos; 10000;                                                                               # p=0.994, r=0.386, 54+368, 3grams, 2019-08-29
cos; los; 1000000;                                                                             # p=0.987, r=0.308, 54+439, 3grams, 2019-08-29
cos; mos; 10000;                                                                               # p=1.000, r=0.357, 54+195, 3grams, 2019-08-29
cos; pos; 100;                                                                                 # p=1.000, r=0.149, 54+20, 3grams, 2019-08-29
cos; ros; 100;                                                                                 # p=1.000, r=0.241, 54+33, 3grams, 2019-08-29
cos; vos; 1000000;                                                                             # p=1.000, r=0.184, 54+338, 3grams, 2019-08-29
cup; pup; 10000;                                                                               # p=1.000, r=0.159, 21+42, 3grams, 2019-08-29
cut; cup; 1000;                                                                                # p=1.000, r=0.100, 69+21, 3grams, 2019-08-29
cut; hut; 100000;                                                                              # p=1.000, r=0.271, 69+204, 3grams, 2019-08-29
cut; nut; 10000;                                                                               # p=0.999, r=0.789, 69+778, 3grams, 2019-08-29
dab; dag; 1000000;                                                                             # p=1.000, r=0.812, 2+721, 3grams, 2019-08-29
dab; dak; 10000;                                                                               # p=1.000, r=0.857, 2+949, 3grams, 2019-08-29
dab; dal; 10000;                                                                               # p=1.000, r=0.791, 2+811, 3grams, 2019-08-29
dab; dam; 10000;                                                                               # p=1.000, r=0.649, 2+357, 3grams, 2019-08-29
dab; dan; 1000000;                                                                             # p=0.996, r=0.747, 2+729, 3grams, 2019-08-29
dab; dar; 1000;                                                                                # p=1.000, r=0.132, 2+36, 3grams, 2019-08-29
dab; das; 10000000;                                                                            # p=1.000, r=0.248, 2+248, 3grams, 2019-08-29
dab; dat; 10000000;                                                                            # p=0.998, r=0.878, 2+505, 3grams, 2019-08-29
dab; dub; 10000;                                                                               # p=1.000, r=0.122, 2+47, 3grams, 2019-08-29
dab; lab; 10000;                                                                               # p=1.000, r=0.395, 2+122, 3grams, 2019-08-29
dab; tab; 10000;                                                                               # p=1.000, r=0.227, 2+42, 3grams, 2019-08-29
dag; dat; 1000000;                                                                             # p=0.991, r=0.541, 721+496, 3grams, 2019-08-29
dag; mag; 10000;                                                                               # p=0.999, r=0.687, 726+667, 3grams, 2019-08-29
dak; bak; 1000000;                                                                             # p=1.000, r=0.419, 952+500, 3grams, 2019-08-29
dak; dag; 100000;                                                                              # p=0.997, r=0.473, 949+722, 3grams, 2019-08-29
dak; dal; 10000;                                                                               # p=0.982, r=0.188, 949+811, 3grams, 2019-08-29
dak; dam; 100000;                                                                              # p=0.993, r=0.516, 950+357, 3grams, 2019-08-29
dak; dan; 1000000;                                                                             # p=0.993, r=0.347, 949+744, 3grams, 2019-08-29
dak; das; 10000;                                                                               # p=1.000, r=0.678, 949+248, 3grams, 2019-08-29
dak; dik; 10000000;                                                                            # p=1.000, r=0.289, 951+774, 3grams, 2019-08-29
dak; hak; 10000;                                                                               # p=1.000, r=0.709, 949+193, 3grams, 2019-08-29
dak; pak; 1000000;                                                                             # p=1.000, r=0.147, 949+522, 3grams, 2019-08-29
dak; tak; 10000;                                                                               # p=0.999, r=0.510, 950+820, 3grams, 2019-08-29
dak; vak; 1000;                                                                                # p=0.998, r=0.257, 949+940, 3grams, 2019-08-29
dak; zak; 1000000;                                                                             # p=1.000, r=0.407, 951+587, 3grams, 2019-08-29
dal; dag; 10000000;                                                                            # p=0.992, r=0.318, 811+722, 3grams, 2019-08-29
dal; dol; 1000000;                                                                             # p=0.998, r=0.622, 812+197, 3grams, 2019-08-29
dal; gal; 1000000;                                                                             # p=1.000, r=0.364, 811+146, 3grams, 2019-08-29
dal; pal; 10000;                                                                               # p=0.999, r=0.693, 813+210, 3grams, 2019-08-29
dal; tal; 1000000;                                                                             # p=1.000, r=0.497, 814+855, 3grams, 2019-08-29
dal; val; 10000;                                                                               # p=0.998, r=0.620, 816+552, 3grams, 2019-08-29
dal; wal; 10000;                                                                               # p=0.999, r=0.662, 811+602, 3grams, 2019-08-29
dal; zal; 1000000;                                                                             # p=0.994, r=0.461, 811+943, 3grams, 2019-08-29
dam; dal; 1000;                                                                                # p=0.999, r=0.664, 357+811, 3grams, 2019-08-29
dam; nam; 1000000;                                                                             # p=0.998, r=0.338, 357+931, 3grams, 2019-08-29
dan; aan; 1000000;                                                                             # p=0.997, r=0.225, 725+831, 3grams, 2019-08-29
dan; dag; 1000000;                                                                             # p=1.000, r=0.510, 727+721, 3grams, 2019-08-29
dan; dat; 1000;                                                                                # p=0.988, r=0.386, 731+514, 3grams, 2019-08-29
dan; kan; 10000;                                                                               # p=1.000, r=0.428, 726+784, 3grams, 2019-08-29
dan; man; 1000000;                                                                             # p=1.000, r=0.423, 724+320, 3grams, 2019-08-29
dar; dak; 1000000;                                                                             # p=0.997, r=0.705, 36+949, 3grams, 2019-08-29
dar; dal; 10000;                                                                               # p=1.000, r=0.738, 36+811, 3grams, 2019-08-29
dar; dam; 1000000;                                                                             # p=0.986, r=0.181, 36+357, 3grams, 2019-08-29
dar; das; 1000000;                                                                             # p=1.000, r=0.190, 36+248, 3grams, 2019-08-29
dar; der; 1000000;                                                                             # p=1.000, r=0.610, 36+685, 3grams, 2019-08-29
dar; dor; 10000;                                                                               # p=1.000, r=0.167, 36+54, 3grams, 2019-08-29
dar; d'r; 10000;                                                                               # p=1.000, r=0.211, 36+73, 3grams, 2019-08-29
dar; par; 10000;                                                                               # p=1.000, r=0.234, 36+435, 3grams, 2019-08-29
das; dal; 10000;                                                                               # p=1.000, r=0.611, 248+811, 3grams, 2019-08-29
das; dan; 1000000;                                                                             # p=0.991, r=0.550, 249+724, 3grams, 2019-08-29
das; des; 1000;                                                                                # p=0.990, r=0.262, 250+870, 3grams, 2019-08-29
das; dus; 1000000;                                                                             # p=0.996, r=0.518, 248+817, 3grams, 2019-08-29
das; las; 100;                                                                                 # p=0.996, r=0.372, 248+475, 3grams, 2019-08-29
das; pas; 1000000;                                                                             # p=0.997, r=0.439, 248+542, 3grams, 2019-08-29
dec; dek; 10000;                                                                               # p=1.000, r=0.317, 875+253, 3grams, 2019-08-29
dec; del; 10000;                                                                               # p=1.000, r=0.314, 875+731, 3grams, 2019-08-29
dec; den; 10000;                                                                               # p=1.000, r=0.221, 875+390, 3grams, 2019-08-29
dec; der; 10000;                                                                               # p=1.000, r=0.312, 875+685, 3grams, 2019-08-29
dec; des; 100;                                                                                 # p=0.998, r=0.268, 875+812, 3grams, 2019-08-29
dei; dec; 10000;                                                                               # p=0.997, r=0.202, 661+875, 3grams, 2019-08-29
dei; dek; 10000;                                                                               # p=1.000, r=0.319, 661+253, 3grams, 2019-08-29
dei; den; 1000;                                                                                # p=0.991, r=0.424, 661+392, 3grams, 2019-08-29
dei; deo; 10000;                                                                               # p=1.000, r=0.154, 661+13, 3grams, 2019-08-29
dei; der; 10000;                                                                               # p=0.993, r=0.418, 661+691, 3grams, 2019-08-29
dei; des; 1000;                                                                                # p=0.987, r=0.257, 661+814, 3grams, 2019-08-29
dei; hei; 10000;                                                                               # p=1.000, r=0.211, 661+72, 3grams, 2019-08-29
dei; kei; 10000;                                                                               # p=1.000, r=0.187, 661+56, 3grams, 2019-08-29
dei; lei; 1000;                                                                                # p=0.995, r=0.247, 661+84, 3grams, 2019-08-29
dei; mei; 10000;                                                                               # p=0.995, r=0.229, 661+927, 3grams, 2019-08-29
dei; wei; 10000;                                                                               # p=1.000, r=0.249, 661+162, 3grams, 2019-08-29
dei; zei; 10000;                                                                               # p=0.994, r=0.591, 661+988, 3grams, 2019-08-29
dek; bek; 10000;                                                                               # p=1.000, r=0.551, 253+913, 3grams, 2019-08-29
dek; del; 10000;                                                                               # p=1.000, r=0.478, 253+731, 3grams, 2019-08-29
dek; den; 10000;                                                                               # p=1.000, r=0.606, 253+392, 3grams, 2019-08-29
dek; der; 10000;                                                                               # p=1.000, r=0.631, 253+684, 3grams, 2019-08-29
dek; des; 10000;                                                                               # p=1.000, r=0.340, 253+812, 3grams, 2019-08-29
dek; dik; 1000000;                                                                             # p=1.000, r=0.382, 254+773, 3grams, 2019-08-29
dek; gek; 1000000;                                                                             # p=1.000, r=0.496, 253+656, 3grams, 2019-08-29
dek; hek; 10000;                                                                               # p=1.000, r=0.138, 253+262, 3grams, 2019-08-29
dek; lek; 10000;                                                                               # p=1.000, r=0.260, 253+182, 3grams, 2019-08-29
dek; nek; 1000000;                                                                             # p=1.000, r=0.384, 253+954, 3grams, 2019-08-29
del; dal; 10000;                                                                               # p=0.997, r=0.616, 735+811, 3grams, 2019-08-29
del; der; 1000;                                                                                # p=0.994, r=0.555, 731+684, 3grams, 2019-08-29
del; des; 10;                                                                                  # p=0.992, r=0.388, 731+812, 3grams, 2019-08-29
del; dol; 10000;                                                                               # p=0.998, r=0.513, 731+197, 3grams, 2019-08-29
del; fel; 10000;                                                                               # p=1.000, r=0.567, 731+969, 3grams, 2019-08-29
del; hel; 10000;                                                                               # p=1.000, r=0.599, 731+477, 3grams, 2019-08-29
del; rel; 10000;                                                                               # p=1.000, r=0.472, 731+175, 3grams, 2019-08-29
del; wel; 10000;                                                                               # p=0.990, r=0.660, 731+877, 3grams, 2019-08-29
den; ben; 1000;                                                                                # p=0.997, r=0.845, 390+642, 3grams, 2019-08-29
den; dan; 1000;                                                                                # p=0.997, r=0.810, 390+723, 3grams, 2019-08-29
den; del; 1000000;                                                                             # p=0.992, r=0.472, 390+731, 3grams, 2019-08-29
den; der; 10000;                                                                               # p=0.990, r=0.462, 391+688, 3grams, 2019-08-29
den; des; 10000;                                                                               # p=0.991, r=0.381, 393+812, 3grams, 2019-08-29
den; een; 1000000;                                                                             # p=0.992, r=0.549, 390+978, 3grams, 2019-08-29
den; gen; 1000000;                                                                             # p=0.993, r=0.252, 392+696, 3grams, 2019-08-29
den; hen; 10000;                                                                               # p=1.000, r=0.596, 390+967, 3grams, 2019-08-29
den; ken; 10000;                                                                               # p=1.000, r=0.708, 391+365, 3grams, 2019-08-29
den; men; 10000;                                                                               # p=1.000, r=0.688, 391+491, 3grams, 2019-08-29
den; ten; 10000;                                                                               # p=0.999, r=0.705, 390+676, 3grams, 2019-08-29
den; ven; 1000000;                                                                             # p=0.993, r=0.547, 395+102, 3grams, 2019-08-29
deo; dec; 10000;                                                                               # p=1.000, r=0.230, 13+875, 3grams, 2019-08-29
deo; dek; 10000;                                                                               # p=1.000, r=0.583, 13+253, 3grams, 2019-08-29
deo; del; 10000;                                                                               # p=1.000, r=0.425, 13+731, 3grams, 2019-08-29
deo; den; 10000;                                                                               # p=1.000, r=0.696, 13+392, 3grams, 2019-08-29
deo; der; 10000;                                                                               # p=0.998, r=0.682, 13+686, 3grams, 2019-08-29
deo; des; 10000;                                                                               # p=1.000, r=0.268, 13+812, 3grams, 2019-08-29
deo; duo; 10000;                                                                               # p=1.000, r=0.584, 13+805, 3grams, 2019-08-29
der; des; 10000;                                                                               # p=0.984, r=0.376, 691+813, 3grams, 2019-08-29
der; eer; 10000;                                                                               # p=0.998, r=0.637, 695+683, 3grams, 2019-08-29
der; her; 10000;                                                                               # p=0.998, r=0.644, 854+476, 3grams, 2019-08-29
der; per; 10000;                                                                               # p=0.996, r=0.636, 684+778, 3grams, 2019-08-29
der; ter; 10000;                                                                               # p=0.997, r=0.628, 689+697, 3grams, 2019-08-29
der; ver; 10000;                                                                               # p=0.999, r=0.753, 685+894, 3grams, 2019-08-29
des; dus; 10000;                                                                               # p=0.994, r=0.535, 812+817, 3grams, 2019-08-29
des; zes; 10000;                                                                               # p=0.999, r=0.481, 812+820, 3grams, 2019-08-29
dia; die; 10000000;                                                                            # p=0.989, r=0.513, 51+284, 3grams, 2019-08-29
dia; dik; 10000;                                                                               # p=1.000, r=0.730, 51+772, 3grams, 2019-08-29
dia; dip; 1000;                                                                                # p=1.000, r=0.191, 51+64, 3grams, 2019-08-29
dia; via; 10000;                                                                               # p=0.998, r=0.536, 51+821, 3grams, 2019-08-29
die; dit; 10000;                                                                               # p=1.000, r=0.267, 275+239, 3grams, 2019-08-29
die; zie; 1000000;                                                                             # p=1.000, r=0.266, 275+273, 3grams, 2019-08-29
dig; dag; 1000000;                                                                             # p=0.986, r=0.756, 28+722, 3grams, 2019-08-29
dig; dia; 100;                                                                                 # p=1.000, r=0.228, 28+51, 3grams, 2019-08-29
dig; dij; 10000;                                                                               # p=1.000, r=0.231, 28+80, 3grams, 2019-08-29
dig; dik; 100000;                                                                              # p=0.993, r=0.685, 28+773, 3grams, 2019-08-29
dig; dip; 10000;                                                                               # p=1.000, r=0.326, 28+64, 3grams, 2019-08-29
dig; dis; 10000;                                                                               # p=1.000, r=0.125, 28+28, 3grams, 2019-08-29
dig; lig; 10000;                                                                               # p=1.000, r=0.278, 28+26, 3grams, 2019-08-29
dig; wig; 10000;                                                                               # p=1.000, r=0.348, 28+107, 3grams, 2019-08-29
dij; dia; 100;                                                                                 # p=1.000, r=0.198, 80+51, 3grams, 2019-08-29
dij; dik; 1000000;                                                                             # p=0.996, r=0.523, 80+773, 3grams, 2019-08-29
dij; dit; 10000000;                                                                            # p=0.988, r=0.506, 80+242, 3grams, 2019-08-29
dij; gij; 10000;                                                                               # p=0.990, r=0.575, 80+421, 3grams, 2019-08-29
